Column_Index,Column_Type,Column_End_Level,Timestamp,SMA10,SMA20,ADX,ADX_Check,SMA_Check,Trendline_Break,Higher_High,Trendline_or_HigherHigh,Double_Bottom,Entry_Signal
332,X,117491.50,1759334400,113241.65,111600.68,35.65,True,False,False,False,False,False,False
333,O,116745.50,1759338000,114003.05,111855.38,38.47,True,True,False,True,True,False,False
334,X,119571.00,1759410000,114747.10,112150.35,41.79,True,False,False,False,False,False,False
335,O,118779.50,1759413600,115465.85,112649.07,45.07,True,True,False,True,True,False,False
336,X,120800.50,1759431600,116098.25,113203.12,48.97,True,False,False,False,False,False,False
337,O,119631.50,1759474800,116785.85,113737.40,52.88,True,True,False,True,True,False,False
338,X,122550.00,1759507200,117685.70,114382.55,57.31,True,False,False,False,False,False,False
339,O,121830.00,1759539600,118587.75,115031.12,61.73,True,True,False,True,True,False,False
340,X,122460.50,1759550400,119375.75,115672.52,64.50,True,True,True,False,True,False,False
341,O,121545.00,1759600800,120140.50,116309.38,66.83,True,True,True,False,True,True,True
342,X,125180.50,1759636800,120909.40,117075.52,69.62,True,False,False,False,False,False,False
343,O,122562.00,1759690800,121491.05,117747.05,72.42,True,True,False,True,True,False,False
344,X,124007.50,1759712400,121934.70,118340.90,74.62,True,True,True,False,True,False,False
345,O,123345.00,1759734000,122391.25,118928.55,76.81,True,True,True,False,True,False,False
346,X,125998.50,1759773600,122911.05,119504.65,78.14,True,True,False,True,True,False,False
347,O,123639.00,1759820400,123311.80,120048.82,79.47,True,True,False,True,True,False,False
348,X,124882.00,1759838400,123545.00,120615.35,80.30,True,True,True,False,True,False,False
349,O,120851.00,1759860000,123447.10,121017.43,77.67,True,True,True,False,True,True,True
350,X,121881.50,1759867200,123389.20,121382.48,74.79,True,True,True,False,True,True,True
351,O,121299.50,1759878000,123364.65,121752.57,71.92,True,True,True,False,True,False,False
352,X,122895.00,1759917600,123136.10,122022.75,69.25,True,True,False,True,True,False,False
353,O,122286.00,1759932000,123108.50,122299.77,66.57,True,True,False,True,True,False,False
354,X,123997.50,1759942800,123107.50,122521.10,64.37,True,True,False,True,True,False,False
355,O,121215.00,1759996800,122894.50,122642.88,61.43,True,True,False,True,True,True,True
356,X,123512.00,1760011200,122645.85,122778.45,58.02,True,True,True,False,True,True,True
357,O,119764.50,1760025600,122258.40,122785.10,53.21,True,True,True,False,True,True,True
358,X,121631.50,1760047200,121933.35,122739.18,48.40,True,True,True,False,True,True,True
359,O,121020.00,1760061600,121950.25,122698.68,43.59,True,True,True,False,True,False,False
360,X,121582.50,1760083200,121920.35,122654.77,38.50,True,True,True,False,True,False,False
361,O,111072.00,1760144400,120897.60,122131.12,36.13,True,False,False,False,False,False,False
362,X,113183.50,1760148000,119926.45,121531.27,33.75,True,False,False,False,False,False,False
363,O,112273.50,1760151600,118925.20,121016.85,34.83,True,False,False,False,False,False,False
364,X,112916.00,1760155200,117817.05,120462.27,35.91,True,False,False,False,False,False,False
365,O,110350.50,1760166000,116730.60,119812.55,37.44,True,False,False,False,False,False,False
366,X,112326.00,1760184000,115612.00,119128.93,38.49,True,True,True,False,True,True,True
367,O,110195.50,1760212800,114655.10,118456.75,39.57,True,False,False,False,False,False,False
368,X,110843.50,1760216400,113576.30,117754.82,40.18,True,True,True,False,True,False,False
369,O,109612.00,1760227200,112435.50,117192.88,42.12,True,True,True,False,True,True,True
370,X,111784.00,1760259600,111455.65,116688.00,43.13,True,True,False,True,True,True,True
371,O,111249.00,1760274000,111473.35,116185.48,45.56,True,True,False,True,True,False,False
372,X,115650.50,1760317200,111720.05,115823.25,45.08,True,True,False,True,True,False,False
373,O,114581.00,1760331600,111950.80,115438.00,44.59,True,True,False,True,True,False,False
374,X,115180.50,1760335200,112177.25,114997.15,44.11,True,True,True,False,True,False,False
375,O,114139.00,1760353200,112556.10,114643.35,41.17,True,True,True,False,True,True,True
376,X,115303.50,1760360400,112853.85,114232.93,38.14,True,True,False,True,True,True,True
377,O,113984.50,1760364000,113232.75,113943.93,35.21,True,True,False,True,True,False,False
378,X,115739.00,1760382000,113722.30,113649.30,31.94,True,True,False,True,True,False,False
379,O,110582.00,1760436000,113819.30,113127.40,30.02,True,True,False,True,True,True,True
380,X,111252.00,1760439600,113766.10,112610.88,28.09,True,True,True,False,True,True,True
381,O,110752.00,1760443200,113716.40,112594.88,26.13,True,True,True,False,True,False,False
382,X,112834.50,1760454000,113434.80,112577.43,22.91,True,True,False,True,True,False,False
383,O,112265.00,1760457600,113203.20,112577.00,19.54,False,False,False,False,False,False,False
384,X,113071.00,1760475600,112992.25,112584.75,16.90,False,False,False,False,False,False,False
385,O,111990.50,1760497200,112777.40,112666.75,14.44,False,False,False,False,False,False,False
386,X,112910.50,1760515200,112538.10,112695.98,14.89,False,False,False,False,False,False,False
387,O,110769.00,1760540400,112216.55,112724.65,16.11,False,False,False,False,False,False,False
388,X,111383.00,1760551200,111780.95,112751.62,17.33,False,False,False,False,False,False,False
389,O,110399.00,1760572800,111762.65,112790.98,18.53,False,False,False,False,False,False,False
390,X,111476.00,1760580000,111785.05,112775.57,19.71,False,False,False,False,False,False,False
391,O,110930.00,1760587200,111802.85,112759.62,20.79,True,True,False,True,True,False,False
392,X,111614.50,1760594400,111680.85,112557.82,22.05,True,True,False,True,True,False,False
393,O,110529.00,1760598000,111507.25,112355.23,21.82,True,True,False,True,True,True,True
394,X,111427.00,1760608800,111342.85,112167.55,21.59,True,True,True,False,True,True,True
395,O,108485.00,1760626800,110992.30,111884.85,22.64,True,True,True,False,True,True,True
396,X,109193.00,1760630400,110620.55,111579.32,24.95,True,True,True,False,True,True,True
397,O,107807.50,1760644800,110324.40,111270.48,27.60,True,True,True,False,True,True,True
398,X,108387.00,1760648400,110024.80,110902.88,30.43,True,True,True,False,True,True,True
399,O,107749.50,1760652000,109759.85,110761.25,33.12,True,True,True,False,True,False,False
400,X,109113.00,1760670000,109523.55,110654.30,34.69,True,True,False,True,True,False,False
401,O,104497.50,1760691600,108880.30,110341.57,37.02,True,False,False,False,False,False,False
402,X,105621.50,1760698800,108281.00,109980.93,39.36,True,True,True,False,True,True,True
403,O,105121.00,1760709600,107740.20,109623.73,41.47,True,True,True,False,True,False,False
404,X,107243.00,1760734800,107321.80,109332.32,41.75,True,True,False,True,True,False,False
405,O,106390.00,1760742000,107112.30,109052.30,42.03,True,True,False,True,True,False,False
406,X,107107.00,1760749200,106903.70,108762.12,42.49,True,True,True,False,True,False,False
407,O,106551.00,1760752800,106778.05,108551.23,42.64,True,True,True,False,True,False,False
408,X,107036.00,1760756400,106642.95,108333.88,42.78,True,True,True,False,True,False,False
409,O,106416.00,1760760000,106509.60,108134.73,41.75,True,True,True,False,True,False,False
410,X,107161.50,1760785200,106314.45,107919.00,40.53,True,True,False,True,True,False,False
411,O,106611.50,1760803200,106525.85,107703.07,38.96,True,True,False,True,True,False,False
412,X,107128.00,1760821200,106676.50,107478.75,37.40,True,True,True,False,True,False,False
413,O,106411.50,1760860800,106805.55,107272.88,36.01,True,True,True,False,True,True,True
414,X,109325.50,1760896800,107013.80,107167.80,34.17,True,True,False,True,True,True,True
415,O,108022.50,1760918400,107177.05,107144.68,30.78,True,True,False,True,True,False,False
416,X,111244.00,1760940000,107590.75,107247.23,28.95,True,False,False,False,False,False,False
417,O,110255.00,1760979600,107961.15,107369.60,27.11,True,True,False,True,True,False,False
418,X,110889.50,1760983200,108346.50,107494.73,27.20,True,True,True,False,True,False,False
419,O,107509.00,1761022800,108455.80,107482.70,25.65,True,True,True,False,True,True,True
420,X,113366.00,1761058800,109076.25,107695.35,24.68,True,False,False,False,False,False,False
421,O,107941.50,1761091200,109209.25,107867.55,23.70,True,True,False,True,True,False,False
422,X,108564.50,1761105600,109352.90,108014.70,22.73,True,True,True,False,True,False,False
423,O,107615.50,1761127200,109473.30,108139.43,21.36,True,True,True,False,True,True,True
424,X,108922.50,1761141600,109433.00,108223.40,20.43,True,True,False,True,True,True,True
425,O,107171.00,1761166800,109347.85,108262.45,19.07,False,False,False,False,False,False,False
426,X,110191.00,1761199200,109242.55,108416.65,18.59,False,False,False,False,False,False,False
427,O,109240.00,1761202800,109141.05,108551.10,17.92,False,False,False,False,False,False,False
428,X,111185.00,1761238800,109170.60,108758.55,19.43,False,False,False,False,False,False,False
429,O,109480.00,1761249600,109367.70,108911.75,20.94,True,True,False,True,True,False,False
430,X,111424.00,1761285600,109173.50,109124.88,21.05,True,True,False,True,True,False,False
431,O,110021.50,1761318000,109381.50,109295.38,21.16,True,True,False,True,True,False,False
432,X,111728.00,1761379200,109697.85,109525.38,21.47,True,True,False,True,True,False,False
433,O,111222.00,1761447600,110058.50,109765.90,23.43,True,True,False,True,True,False,False
434,X,116021.00,1761544800,110768.35,110100.68,26.69,True,False,False,False,False,False,False
435,O,114763.50,1761573600,111527.60,110437.73,29.95,True,True,False,True,True,False,False
436,X,115659.50,1761584400,112074.45,110658.50,33.21,True,False,False,False,False,False,False
437,O,113572.50,1761627600,112507.70,110824.38,35.34,True,True,True,False,True,True,True
438,X,115481.00,1761656400,112937.30,111053.95,37.20,True,True,True,False,True,True,True
439,O,114583.00,1761663600,113447.60,111407.65,39.50,True,True,True,False,True,False,False
440,X,115308.50,1761667200,113836.05,111504.77,40.91,True,True,True,False,True,False,False
441,O,112391.50,1761696000,114073.05,111727.27,39.94,True,True,True,False,True,True,True
442,X,113523.50,1761721200,114252.60,111975.23,38.36,True,True,True,False,True,True,True
443,O,111072.00,1761753600,114237.60,112148.05,36.66,True,True,True,False,True,True,True
444,X,111823.00,1761757200,113817.80,112293.07,34.81,True,True,True,False,True,True,True
445,O,110763.00,1761760800,113417.75,112472.68,33.20,True,True,True,False,True,True,True
446,X,111570.00,1761771600,113008.80,112541.62,31.39,True,True,True,False,True,True,True
447,O,110006.50,1761778800,112652.20,112579.95,30.19,True,True,True,False,True,True,True
448,X,110937.50,1761789600,112197.85,112567.57,27.11,True,True,True,False,True,True,True
449,O,108525.00,1761796800,111592.05,112519.82,25.05,True,True,True,False,True,True,True
450,X,111324.50,1761807600,111193.65,112514.85,22.55,True,True,False,True,True,True,True
451,O,107592.50,1761829200,110713.75,112393.40,22.05,True,True,False,True,True,True,True
452,X,108222.50,1761832800,110183.65,112218.12,21.55,True,True,True,False,True,True,True
453,O,106508.50,1761850800,109727.30,111982.45,21.65,True,True,True,False,True,True,True
454,X,109595.50,1761872400,109504.55,111661.18,20.22,True,True,False,True,True,True,True
455,O,108827.50,1761876000,109311.00,111364.38,21.18,True,True,False,True,True,False,False
456,X,110063.50,1761883200,109160.35,111084.57,21.64,True,True,False,True,True,False,False
457,O,109411.50,1761894000,109100.85,110876.52,22.23,True,True,False,True,True,False,False
458,X,110387.50,1761908400,109045.85,110621.85,22.47,True,True,False,True,True,False,False
459,O,109622.00,1761912000,109155.55,110373.80,22.46,True,True,False,True,True,False,False
460,X,110761.00,1761919200,109099.20,110146.43,22.02,True,True,False,True,True,False,False
461,O,108824.00,1761926400,109222.35,109968.05,21.74,True,True,False,True,True,True,True
462,X,110425.00,1762012800,109442.60,109813.12,21.46,True,True,True,False,True,True,True
463,O,109826.50,1762030800,109774.40,109750.85,20.14,True,True,True,False,True,False,False
464,X,111157.00,1762081200,109930.55,109717.55,18.36,False,False,False,False,False,False,False
465,O,109872.00,1762120800,110035.00,109673.00,16.00,False,False,False,False,False,False,False
466,X,110505.50,1762124400,110079.20,109619.77,13.65,False,False,False,False,False,False,False
467,O,106863.50,1762164000,109824.40,109462.62,13.26,False,False,False,False,False,False,False
468,X,108028.00,1762178400,109588.45,109317.15,14.40,False,False,False,False,False,False,False
469,O,105729.00,1762182000,109199.15,109177.35,16.16,False,False,False,False,False,False,False
470,X,107443.50,1762189200,108867.40,108983.30,18.40,False,False,False,False,False,False,False
471,O,106453.00,1762207200,108630.30,108926.32,20.64,True,True,True,False,True,False,False
472,X,107001.50,1762218000,108287.95,108865.27,23.23,True,True,True,False,True,False,False
473,O,106449.50,1762221600,107950.25,108862.32,25.82,True,True,True,False,True,False,False
474,X,107108.50,1762225200,107545.40,108737.98,28.65,True,True,False,True,True,False,False
475,O,104175.00,1762232400,106975.70,108505.35,31.92,True,True,False,True,True,True,True
476,X,104731.00,1762236000,106398.25,108238.73,35.18,True,True,True,False,True,True,True
477,O,103833.00,1762246800,106095.20,107959.80,38.59,True,True,True,False,True,True,True
478,X,104541.50,1762254000,105746.55,107667.50,42.92,True,True,True,False,True,True,True
479,O,103917.00,1762257600,105565.35,107382.25,47.24,True,True,True,False,True,False,False
480,X,104473.50,1762264800,105268.35,107067.88,51.57,True,True,True,False,True,False,False
481,O,100284.00,1762290000,104651.45,106640.88,54.44,True,False,False,False,False,False,False
482,X,101448.00,1762297200,104096.10,106192.02,57.31,True,True,True,False,True,True,True
483,O,100520.50,1762300800,103503.20,105726.73,59.56,True,True,True,False,True,False,False
484,X,102105.50,1762311600,103002.90,105274.15,60.73,True,True,False,True,True,False,False
485,O,101369.50,1762336800,102722.35,104849.02,61.90,True,True,False,True,True,False,False
486,X,104303.50,1762365600,102679.60,104538.93,60.17,True,True,False,True,True,False,False
487,O,103325.00,1762390800,102628.80,104362.00,58.44,True,True,False,True,True,False,False
488,X,103998.00,1762401600,102574.45,104160.50,56.91,True,True,True,False,True,False,False
489,O,102517.00,1762430400,102434.45,103999.90,54.75,True,True,True,False,True,True,True
490,X,103279.50,1762434000,102315.05,103791.70,52.59,True,True,True,False,True,True,True
491,O,100841.50,1762444800,102370.80,103511.12,51.27,True,True,True,False,True,True,True
492,X,101773.00,1762448400,102403.30,103249.70,49.96,True,True,True,False,True,True,True
493,O,100882.00,1762459200,102439.45,102971.32,48.64,True,True,True,False,True,False,False
494,X,102409.50,1762491600,102469.85,102736.38,46.45,True,True,False,True,True,False,False
495,O,99618.00,1762516800,102294.70,102508.52,43.90,True,True,False,True,True,True,True
496,X,103740.00,1762545600,102238.35,102458.98,39.83,True,True,False,True,True,True,True
497,O,101815.50,1762599600,102087.40,102358.10,35.76,True,True,False,True,True,False,False
498,X,102336.00,1762639200,101921.20,102247.82,32.77,True,True,True,False,True,False,False
499,O,101599.50,1762653600,101829.45,102131.95,29.96,True,True,True,False,True,True,True
500,X,106278.00,1762732800,102129.30,102222.18,29.93,True,False,False,False,False,False,False
501,O,105694.50,1762736400,102614.60,102492.70,29.91,True,False,False,False,False,False,False
502,X,106429.00,1762758000,103080.20,102741.75,29.97,True,False,False,False,False,False,False
503,O,105941.50,1762761600,103586.15,103012.80,29.46,True,True,False,True,True,False,False
504,X,106520.50,1762779600,103997.25,103233.55,29.02,True,True,False,True,True,False,False
505,O,104857.00,1762783200,104521.15,103407.93,26.48,True,True,False,True,True,True,True
506,X,106607.00,1762826400,104807.85,103523.10,24.02,True,True,False,True,True,True,True
507,O,104748.00,1762844400,105101.10,103594.25,21.44,True,True,False,True,True,False,False
508,X,105267.50,1762858800,105394.25,103657.73,19.75,False,False,False,False,False,False,False
509,O,102610.00,1762894800,105495.30,103662.38,18.04,False,False,False,False,False,False,False
510,X,104855.50,1762941600,105353.05,103741.18,17.85,False,False,False,False,False,False,False
511,O,101404.00,1762963200,104924.00,103769.30,18.46,False,False,False,False,False,False,False
512,X,103564.50,1763013600,104637.55,103858.88,19.07,False,False,False,False,False,False,False
513,O,102292.00,1763038800,104272.60,103929.38,19.51,False,False,False,False,False,False,False
514,X,102833.00,1763042400,103903.85,103950.55,20.06,True,True,True,False,True,False,False
515,O,98136.00,1763064000,103231.75,103876.45,22.57,True,False,False,False,False,False,False
516,X,99825.50,1763071200,102553.60,103680.73,24.98,True,True,True,False,True,True,True
517,O,98939.00,1763078400,101972.70,103536.90,27.40,True,True,True,False,True,False,False
518,X,99583.50,1763085600,101404.30,103399.27,29.76,True,True,True,False,True,False,False
519,O,95336.00,1763121600,100676.90,103086.10,34.17,True,False,False,False,False,False,False
520,X,96983.00,1763136000,99889.65,102621.35,38.52,True,True,True,False,True,True,True
521,O,95033.00,1763143200,99252.55,102088.27,43.04,True,False,False,False,False,False,False
522,X,95747.50,1763146800,98470.85,101554.20,47.56,True,True,True,False,True,True,True
523,O,94345.50,1763150400,97676.20,100974.40,51.49,True,False,False,False,False,False,False
524,X,95032.50,1763154000,96896.15,100400.00,55.42,True,True,True,False,True,True,True
525,O,94554.50,1763161200,96538.00,99884.88,58.55,True,True,True,False,True,False,False
526,X,96462.50,1763172000,96201.70,99377.65,59.72,True,True,False,True,True,False,False
527,O,95666.50,1763204400,95874.45,98923.57,60.90,True,True,False,True,True,False,False
528,X,96336.00,1763211600,95549.70,98477.00,62.07,True,True,True,False,True,False,False
529,O,95259.50,1763236800,95542.05,98109.48,61.49,True,True,True,False,True,True,True
530,X,96608.00,1763283600,95504.55,97697.10,60.52,True,True,False,True,True,True,True
531,O,93481.50,1763326800,95349.40,97300.98,60.39,True,True,False,True,True,True,True
532,X,95270.00,1763337600,95301.65,96886.25,60.25,True,True,True,False,True,True,True
533,O,94741.00,1763341200,95341.20,96508.70,59.15,True,True,True,False,True,False,False
534,X,95480.00,1763348400,95385.95,96141.05,57.73,True,True,False,True,True,False,False
535,O,93923.50,1763384400,95322.85,95930.43,56.63,True,True,False,True,True,True,True
536,X,94739.00,1763388000,95150.50,95676.10,55.54,True,True,True,False,True,True,True
537,O,91666.00,1763406000,94750.45,95312.45,55.11,True,False,False,False,False,False,False
538,X,92223.00,1763416800,94339.15,94944.43,54.69,True,True,True,False,True,True,True
539,O,89625.00,1763445600,93775.70,94658.88,54.76,True,False,False,False,False,False,False
540,X,93457.00,1763481600,93460.60,94482.57,55.26,True,True,False,True,True,True,True
541,O,92468.00,1763499600,93359.25,94354.32,55.77,True,True,False,True,True,False,False
542,X,93132.50,1763503200,93145.50,94223.57,56.27,True,True,True,False,True,False,False
543,O,90424.50,1763528400,92713.85,94027.52,57.25,True,True,True,False,True,True,True
544,X,91836.50,1763535600,92349.50,93867.73,58.61,True,True,True,False,True,True,True
545,O,91277.00,1763546400,92084.85,93703.85,59.15,True,True,True,False,True,False,False
546,X,91745.50,1763553600,91785.50,93468.00,59.68,True,True,True,False,True,False,False
547,O,88866.00,1763578800,91505.50,93127.98,60.87,True,True,True,False,True,True,True
548,X,92946.50,1763611200,91577.85,92958.50,60.97,True,True,False,True,True,True,True
549,O,86455.00,1763661600,91260.85,92518.27,61.36,True,False,False,False,False,False,False
550,X,86888.50,1763665200,90604.00,92032.30,61.76,True,False,False,False,False,False,False
551,O,86442.00,1763668800,90001.40,91680.32,61.34,True,False,False,False,False,False,False
552,X,88035.50,1763676000,89491.70,91318.60,59.69,True,True,False,True,True,False,False
553,O,86609.50,1763679600,89110.20,90912.02,57.55,True,True,False,True,True,False,False
554,X,87258.00,1763683200,88652.35,90500.93,56.94,True,True,True,False,True,False,False
555,O,85408.50,1763690400,88065.50,90075.18,56.80,True,False,False,False,False,False,False
556,X,86023.00,1763697600,87493.25,89639.38,56.67,True,True,True,False,True,True,True
557,O,82196.50,1763715600,86826.30,89165.90,56.82,True,False,False,False,False,False,False
558,X,82682.00,1763719200,85799.85,88688.85,56.96,True,False,False,False,False,False,False
559,O,82296.50,1763722800,85384.00,88322.43,57.10,True,False,False,False,False,False,False
560,X,84808.50,1763733600,85176.00,87890.00,55.08,True,True,False,True,True,False,False
561,O,82904.00,1763737200,84822.20,87411.80,52.40,True,True,False,True,True,False,False
562,X,84891.00,1763740800,84507.75,86999.73,51.06,True,True,False,True,True,False,False
563,O,84179.50,1763751600,84264.75,86687.48,49.03,True,True,False,True,True,False,False
564,X,85150.50,1763758800,84054.00,86353.18,46.73,True,True,False,True,True,False,False
565,O,84261.50,1763762400,83939.30,86002.40,44.42,True,True,False,True,True,False,False
566,X,85102.00,1763766000,83847.20,85670.23,43.33,True,True,True,False,True,False,False
567,O,84704.00,1763769600,84097.95,85462.12,42.24,True,True,True,False,True,False,False
568,X,85150.00,1763773200,84344.75,85072.30,41.09,True,True,False,True,True,False,False
569,O,84214.50,1763784000,84536.55,84960.27,39.82,True,True,False,True,True,True,True
570,X,84606.00,1763791200,84516.30,84846.15,38.56,True,True,True,False,True,True,True
571,O,83674.00,1763805600,84593.30,84707.75,36.75,True,True,True,False,True,True,True
572,X,86507.50,1763870400,84754.95,84631.35,32.50,True,True,False,True,True,True,True
573,O,85829.00,1763877600,84919.90,84592.32,28.25,True,True,False,True,True,False,False
574,X,87051.00,1763910000,85109.95,84581.98,26.02,True,True,False,True,True,False,False
575,O,86652.00,1763913600,85349.00,84644.15,23.78,True,True,False,True,True,False,False
576,X,87953.00,1763931600,85634.10,84740.65,22.51,True,True,False,True,True,False,False
577,O,86816.00,1763938800,85845.30,84971.62,21.23,True,True,False,True,True,False,False
578,X,87493.00,1763949600,86079.60,85212.18,20.23,True,True,True,False,True,False,False
579,O,86691.00,1763956800,86327.25,85431.90,19.05,False,False,False,False,False,False,False
580,X,87434.50,1763960400,86610.10,85563.20,17.88,False,False,False,False,False,False,False
581,O,85923.00,1763974800,86835.00,85714.15,15.95,False,False,False,False,False,False,False
582,X,89027.00,1764014400,87086.95,85920.95,15.44,False,False,False,False,False,False,False
583,O,87697.00,1764032400,87273.75,86096.82,14.56,False,False,False,False,False,False,False
584,X,88308.00,1764043200,87399.45,86254.70,13.67,False,False,False,False,False,False,False
585,O,86988.00,1764057600,87433.05,86391.02,11.40,False,False,False,False,False,False,False
586,X,87478.50,1764072000,87385.60,86509.85,11.58,False,False,False,False,False,False,False
587,O,86705.00,1764079200,87374.50,86609.90,11.37,False,False,False,False,False,False,False
588,X,87590.00,1764090000,87384.20,86731.90,11.46,False,False,False,False,False,False,False
589,O,86844.50,1764097200,87399.55,86863.40,11.55,False,False,False,False,False,False,False
590,X,87887.00,1764118800,87444.80,87027.45,11.18,False,False,False,False,False,False,False
591,O,87096.50,1764126000,87562.15,87198.57,10.80,False,False,False,False,False,False,False
592,X,87905.50,1764140400,87450.00,87268.48,10.45,False,False,False,False,False,False,False
593,O,86610.50,1764158400,87341.35,87307.55,9.67,False,False,False,False,False,False,False
594,X,91533.50,1764234000,87663.90,87531.68,12.02,False,False,False,False,False,False,False
595,O,90822.50,1764248400,88047.35,87740.20,15.13,False,False,False,False,False,False,False
596,X,91751.00,1764266400,88474.60,87930.10,17.00,False,False,False,False,False,False,False
597,O,90763.00,1764291600,88880.40,88127.45,18.79,False,False,False,False,False,False,False
598,X,91586.50,1764306000,89280.05,88332.12,20.57,True,True,True,False,True,False,False
599,O,90879.00,1764313200,89683.50,88541.52,23.32,True,True,True,False,True,False,False
600,X,91812.00,1764324000,90076.00,88760.40,26.24,True,True,False,True,True,False,False
601,O,91392.50,1764327600,90505.60,89033.88,29.54,True,True,False,True,True,False,False
602,X,92339.00,1764334800,90948.95,89199.48,33.06,True,True,False,True,True,False,False
603,O,90631.00,1764349200,91351.00,89346.18,35.10,True,True,False,True,True,True,True
604,X,91115.00,1764356400,91309.15,89486.52,36.72,True,True,True,False,True,True,True
605,O,90391.00,1764435600,91266.00,89656.68,37.90,True,True,True,False,True,True,True
606,X,91736.50,1764507600,91264.55,89869.57,39.66,True,True,False,True,True,True,True
607,O,85776.00,1764561600,90765.85,89823.12,41.69,True,False,False,False,False,False,False
608,X,86820.50,1764576000,90289.25,89784.65,40.59,True,False,False,False,False,False,False
609,O,85404.50,1764590400,89741.80,89712.65,39.70,True,False,False,False,False,False,False
610,X,85950.50,1764594000,89155.65,89615.82,38.69,True,False,False,False,False,False,False
611,O,84658.50,1764601200,88482.25,89493.93,38.20,True,False,False,False,False,False,False
612,X,86945.00,1764644400,87942.85,89445.90,36.57,True,True,False,True,True,True,True
613,O,86447.50,1764662400,87524.50,89437.75,34.94,True,True,False,True,True,False,False
614,X,91914.50,1764698400,87604.45,89456.80,33.37,True,True,False,True,True,False,False
615,O,90981.50,1764705600,87663.50,89464.75,31.80,True,True,False,True,True,False,False
616,X,91942.50,1764712800,87684.10,89474.32,29.87,True,True,False,True,True,False,False
617,O,91259.00,1764716400,88232.40,89499.12,29.43,True,True,False,True,True,False,False
618,X,93600.00,1764738000,88910.35,89599.80,29.79,True,False,False,False,False,False,False
619,O,92308.50,1764770400,89600.75,89671.27,30.60,True,True,False,True,True,False,False
620,X,93655.00,1764795600,90371.20,89763.43,30.83,True,False,False,False,False,False,False
621,O,93023.50,1764806400,91207.70,89844.98,31.39,True,True,False,True,True,False,False
622,X,93905.00,1764813600,91903.70,89923.27,32.08,True,True,False,True,True,False,False
623,O,92942.00,1764824400,92553.15,90038.82,32.46,True,True,False,True,True,False,False
624,X,93368.50,1764831600,92698.55,90151.50,32.83,True,True,True,False,True,False,False
625,O,91869.00,1764856800,92787.30,90225.40,31.42,True,True,True,False,True,True,True
626,X,92944.00,1764860400,92887.45,90285.77,31.16,True,True,True,False,True,True,True
627,O,91950.00,1764874800,92956.55,90594.48,30.90,True,True,True,False,True,False,False
628,X,92440.50,1764878400,92840.60,90875.48,30.42,True,True,True,False,True,False,False
629,O,88766.00,1764950400,92486.35,91043.55,30.15,True,True,True,False,True,True,True
630,X,89598.50,1764961200,92080.70,91225.95,29.88,True,True,True,False,True,True,True
631,O,89141.50,1764968400,91692.50,91450.10,29.60,True,True,True,False,True,False,False
632,X,89957.00,1765029600,91297.70,91600.70,28.11,True,True,False,True,True,False,False
633,O,89199.50,1765062000,90923.45,91738.30,26.62,True,True,False,True,True,False,False
634,X,89685.00,1765076400,90555.10,91626.82,25.10,True,True,True,False,True,False,False
635,O,88199.50,1765116000,90188.15,91487.73,24.43,True,True,True,False,True,True,True
636,X,91336.50,1765130400,90027.40,91457.43,21.77,True,True,False,True,True,True,True
637,O,89569.00,1765144800,89789.30,91372.93,19.22,False,False,False,False,False,False,False
638,X,92095.50,1765188000,89754.80,91297.70,16.99,False,False,False,False,False,False,False
639,O,89921.00,1765206000,89870.30,91178.32,16.11,False,False,False,False,False,False,False
640,X,91267.00,1765227600,90037.15,91058.93,15.22,False,False,False,False,False,False,False
641,O,89883.50,1765252800,90111.35,90901.93,14.29,False,False,False,False,False,False,False
642,X,94156.50,1765296000,90531.30,90914.50,15.57,False,False,False,False,False,False,False
643,O,92095.00,1765324800,90820.85,90872.15,16.62,False,False,False,False,False,False,False
644,X,92880.00,1765357200,91140.35,90847.73,17.68,False,False,False,False,False,False,False
645,O,91804.00,1765375200,91500.80,90844.48,18.34,False,False,False,False,False,False,False
646,X,92923.50,1765393200,91659.50,90843.45,19.45,False,False,False,False,False,False,False
647,O,89842.50,1765422000,91686.85,90738.07,18.32,False,False,False,False,False,False,False
648,X,90395.50,1765425600,91516.85,90635.82,17.20,False,False,False,False,False,False,False
649,O,89523.50,1765461600,91477.10,90673.70,15.39,False,False,False,False,False,False,False
650,X,92833.50,1765486800,91633.75,90835.45,16.88,False,False,False,False,False,False,False
651,O,91530.00,1765497600,91798.40,90954.88,18.36,False,False,False,False,False,False,False
652,X,92551.00,1765504800,91637.85,91084.57,19.54,False,False,False,False,False,False,False
653,O,89903.50,1765551600,91418.70,91119.77,19.14,False,False,False,False,False,False,False
654,X,90555.50,1765620000,91186.25,91163.30,18.73,False,False,False,False,False,False,False
655,O,88127.00,1765753200,90818.55,91159.68,19.49,False,False,False,False,False,False,False
656,X,89824.00,1765789200,90508.60,91084.05,18.04,False,False,False,False,False,False,False
657,O,85743.50,1765818000,90098.70,90892.77,17.91,False,False,False,False,False,False,False
658,X,86399.00,1765839600,89699.05,90607.95,17.78,False,False,False,False,False,False,False
659,O,85830.50,1765843200,89329.75,90403.43,18.04,False,False,False,False,False,False,False
660,X,86466.50,1765864800,88693.05,90163.40,18.19,False,False,False,False,False,False,False
661,O,85973.50,1765868400,88137.40,89967.90,20.58,True,True,False,True,True,False,False
662,X,87225.00,1765882800,87604.80,89621.32,22.08,True,True,False,True,True,False,False
